locode,osmid
US SGX,R189071
US SGY,N150920839
US SGZ,R251967
US SH2,R170308
US SH4,R963131
US SH5,R132565
US SH6,R10308300
US SH7,R187516
US SH8,R182558
US SH9,N158805378
US SHA,N153513548
US SHB,R136611
US SHC,R129621
US SHD,R3864617
US SHF,R110254
US SHG,W32973882
US SHH,W32974041
US SHI,W33613995
US SHJ,R169534
US SHK,R175599
US SHL,R187620
US SHM,R1948164
US SHN,R237719
US SHO,R120003
US SHP,R115339
US SHQ,R187217
US SHR,R252302
US SHS,R175983
US SHT,N150939174
US SHU,R1844192
US SHV,R132139
US SHW,R181389
US SHX,W32975839
US SHY,R182849
US SHZ,R121303
US SI3,N150971528
US SI4,R194096
US SI5,R128370
US SI7,N150950665
US SI9,R179979
US SIA,N141029612
US SIB,R137115
US SIC,R237267
US SID,R122051
US SIE,N154322057
US SIF,R238150
US SIG,N150919361
US SIH,N157641038
US SII,R3510593
US SIJ,R130886
US SIK,R141440
US SIL,N158604710
US SIM,R5547825
US SIO,R131953
US SIP,R136859
US SIQ,R131598
US SIR,R179801
US SIS,R133501
US SIT,N1505783342
US SIU,R112597
US SIV,R127900
US SIW,R111563
US SIX,R112518
US SIY,W33155348
US SIZ,R14463257
US SJ2,N153453483
US SJ3,R9244620
US SJ4,R134929
US SJ5,N151435585
US SJ8,N157629661
US SJ9,N158359626
US SJA,R137162
US SJB,R3704256
US SJC,R112143
US SJD,R186595
US SJE,R198911
US SJF,N153868324
US SJG,R186669
US SJH,N153938090
US SJI,R903163
US SJJ,N150952736
US SJK,R125904
US SJL,N158412108
US SJM,N154198753
US SJN,N150975202
US SJO,R181683
US SJP,R137711
US SJQ,R6571681
US SJR,R1834212
US SJS,R187216
US SJT,R6587601
US SJU,R186643
US SJV,N150966637
US SJW,N153962400
US SJX,R134737
US SJY,N153907135
US SJZ,R13812409
US SK3,N154176584
US SK4,R7660835
US SK5,R189135
US SK6,R130529
US SK9,R141602
US SKA,R134748
US SKB,R119885
US SKC,N158625490
US SKD,R177317
US SKE,R136766
US SKF,R240037
US SKG,R10309209
US SKH,R8540372
US SKI,N158798230
US SKK,W32974038
US SKL,R187721
US SKM,R131916
US SKN,N158857618
US SKP,N158259390
US SKQ,N158812519
US SKR,R198784
US SKS,R187336
US SKT,R6321836
US SKU,R187721
US SKV,N151508552
US SKW,R253632
US SKX,R141018
US SKZ,R188916
US SL2,R117973
US SL3,R179838
US SL4,R137239
US SL5,N150952347
US SL6,R179804
US SL7,N157567808
US SL8,N158463146
US SL9,R181828
US SLA,R185156
US SLB,R128325
US SLC,R198770
US SLD,R186522
US SLE,R186479
US SLF,R127797
US SLG,R3191350
US SLH,R5547826
US SLI,R2590624
US SLJ,N150940146
US SLK,R176209
US SLL,R13677301
US SLM,R2373035
US SLN,R129645
US SLO,R126220
US SLP,R131608
US SLQ,R253716
US SLR,R6603677
US SLS,R2385580
US SLT,R112971
US SLU,R3505063
US SLV,N158860266
US SLW,R135075
US SLX,R179688
US SLY,R6586816
US SLZ,R136701
US SM3,R127364
US SM4,R12200094
US SM5,R126184
US SM6,N151591716
US SM7,R123098
US SM8,R6586818
US SM9,R188164
US SMA,R239906
US SMB,R194125
US SMC,R113329
US SMD,R12315850
US SME,R130829
US SMF,R179030
US SMG,N150966224
US SMH,R161642
US SMI,R119894
US SMJ,N150970688
US SMK,N150920492
US SML,N158625731
US SMM,N158854253
US SMN,R121459
US SMO,R3353288
US SMP,N158560011
US SMQ,R141271
US SMR,R182634
US SMS,R11049834
US SMT,R207014
US SMV,R170698
US SMW,R126614
US SMX,R9926229
US SMY,R119643
US SMZ,N153664152
US SN2,R119371
US SN3,R2030462
US SN4,R252260
US SN5,N420049613
US SN6,R125823
US SN7,R13574175
US SN8,R10241449
US SN9,R175874
US SNA,R2311446
US SNC,N150952178
US SND,N150964813
US SNE,R140281
US SNF,R136998
US SNG,R5963739
US SNH,R3156240
US SNI,R237671
US SNJ,N151395423
US SNK,R8059467
US SNL,R185234
US SNM,R111924
US SNN,R112145
US SNO,R177382
US SNQ,R126721
US SNR,N158562564
US SNS,R112339
US SNT,R129112
US SNU,R198905
US SNV,R119942
US SNW,R237672
US SNX,N150917135
US SNY,R169742
US SNZ,R251835
US SO2,R194862
US SO3,R174499
US SO4,R128799
US SO5,W33112476
US SO6,R12196305
US SO7,R197257
US SO8,N153717010
US SOA,R175476
US SOB,R10155174
US SOC,R117711
US SOD,R176101
US SOE,R113758
US SOF,R1216830
US SOG,R206911
US SOH,R135147
US SOI,R175877
US SOJ,N158825707
US SOK,R123452
US SOL,N150916669
US SOM,R170843
US SOO,R182094
US SOP,R180010
US SOQ,N158873523
US SOR,R112236
US SOS,R136715
US SOT,R187353
US SOU,R1946483
US SOV,W32973175
US SOW,R110732
US SOX,R132502
US SOY,R113172
US SOZ,R5554547
US SP2,R175542
US SP3,N158354808
US SP4,R127223
US SP5,R128800
US SP6,R176071
US SP8,R6571685
US SP9,N154313068
US SPA,R193950
US SPB,R188803
US SPC,R11304261
US SPD,R187427
US SPE,R3456952
US SPF,R194803
US SPG,R206834
US SPH,R182417
US SPI,R126326
US SPJ,R170523
US SPK,R170122
US SPL,R110149
US SPM,R119376
US SPN,R125973
US SPO,R9193952
US SPP,R182314
US SPQ,N150941753
US SPR,R1844195
US SPS,R113890
US SPT,R136562
US SPU,R179909
US SPW,R128906
US SPX,R197402
US SPY,R186721
US SPZ,R111485
US SQ2,N158354928
US SQ3,N132667002
US SQ5,N153475713
US SQA,N150936678
US SQB,R110709
US SQC,R179029
US SQD,R2165823
US SQE,R195735
US SQF,W890847243
US SQG,R141198
US SQH,R10090466
US SQJ,N158799406
US SQK,N158853195
US SQL,R112314
US SQM,N158859572
US SQN,R130664
US SQO,R183332
US SQP,R141483
US SQQ,N150933732
US SQR,W413173162
US SQS,R141554
US SQT,R14569865
US SQU,R113376
US SQV,R237795
US SQW,R193929
US SQX,R194719
US SQY,R197410
US SQZ,R2956859
US SR2,R128660
US SR3,R134464
US SR4,R1217250
US SR6,R8281657
US SR7,R251440
US SR8,R175984
US SR9,R198833
US SRA,R137240
US SRB,N151573028
US SRC,R111052
US SRD,R13608803
US SRE,R131713
US SRF,R112679
US SRG,R197243
US SRH,R2333789
US SRI,R237358
US SRJ,R188952
US SRK,R2920201
US SRL,R182233
US SRM,R11976338
US SRN,R134698
US SRO,R179042
US SRP,R132594
US SRR,R176188
US SRS,R206811
US SRT,R2165822
US SRU,R111737
US SRV,N150917873
US SRW,R180312
US SRX,R251486
US SRY,R193986
US SRZ,R182694
US SS2,R195096
US SS3,R2396249
US SS4,R198730
US SS5,R193993
US SS7,R15273728
US SS8,R175450
US SS9,R140842
US SSA,R132571
US SSB,R182226
US SSC,R193961
US SSD,R3529862
US SSE,R170540
US SSF,N151410014
US SSG,R188285
US SSH,R130850
US SSI,R119696
US SSJ,N150937155
US SSK,R175537
US SSL,R124879
US SSN,R169354
US SSO,R169255
US SSP,R135016
US SSQ,W1117137932
US SSR,R7158971
US SSS,N154303776
US SST,N151622423
US SSU,R239927
US SSV,R181927
US SSX,R170171
US SSY,R251877
US SSZ,R127369
US ST2,R206855
US ST3,R119781
US ST4,R121313
US ST5,R182213
US ST6,N158570054
US ST7,R188916
US ST8,R903160
US ST9,R12194365
US STB,N158290198
US STC,R137238
US STD,R6586821
US STE,R251547
US STF,R253848
US STH,R186785
US STI,R112980
US STJ,R139836
US STK,R112162
US STL,R1180533
US STM,R6603674
US STN,R170479
US STO,R9997084
US STP,R136612
US STQ,R188274
US STR,R125887
US STS,R113158
US STT,R188000
US STU,R1842128
US STV,N151794187
US STW,R188478
US STX,R6587603
US STY,R14302512
US STZ,R110826
US SU2,R237254
US SU3,R127332
US SU4,N153377052
US SU5,R6595946
US SU6,R131570
US SU8,N151504450
US SU9,R199001
US SUA,R117968
US SUB,R14024086
US SUC,R252221
US SUD,R184082
US SUE,R251647
US SUF,R206528
US SUG,R13686007
US SUH,R187579
US SUI,R126612
US SUJ,R175561
US SUK,R185114
US SUL,R131698
US SUM,R119368
US SUP,R240080
US SUQ,N151930373
US SUR,R1834225
US SUT,N153971546
US SUU,R114492
US SUV,R175026
US SUW,R251730
US SUX,R128576
US SUY,R237748
US SUZ,R186624
US SV2,N158800882
US SV3,R174968
US SV4,R2258033
US SV5,N158838206
US SV6,R188294
US SV7,R137077
US SV8,R182869
US SV9,R188409
US SVA,N150921950
US SVB,R189050
US SVC,R171287
US SVD,R6571687
US SVE,R112242
US SVF,R188286
US SVG,R119378
US SVH,R180281
US SVI,N151408731
US SVJ,N157639702
US SVK,N158838221
US SVL,R127392
US SVM,R140844
US SVN,R179919
US SVO,R183310
US SVP,R187393
US SVQ,R1832801
US SVR,R176199
US SVS,N150921294
US SVT,R188411
US SVU,R197397
US SVV,R133582
US SVX,R10993261
US SVY,N150961611
US SVZ,R130885
US SW2,R237867
US SW3,R125789
US SW5,R451338
US SW6,R125696
US SW7,N158632637
US SW9,R169615
US SWA,R3073724
US SWB,R6080586
US SWC,R2387635
US SWD,W32973179
US SWF,R175469
US SWG,N999626511
US SWH,R126273
US SWI,R187485
US SWJ,R119660
US SWK,R1949886
US SWL,R14024061
US SWM,R113156
US SWN,N158804312
US SWO,R185207
US SWP,N158638583
US SWQ,R182394
US SWR,N153476402
US SWS,R251590
US SWT,R181941
US SWU,R197338
US SWV,R239971
US SWW,R113936
US SWX,N158896610
US SWY,R237509
US SWZ,R179964
US SX2,R6579689
US SX7,R170367
US SX8,R130658
US SXA,R305382
US SXB,R9946925
US SXC,R3704255
US SXD,R111925
US SXE,R12184749
US SXF,R2835017
US SXG,R119778
US SXH,R179870
US SXI,R110150
US SXJ,R14474412
US SXK,R7154851
US SXL,R125788
US SXN,R13706415
US SXO,N157590230
US SXQ,R10367724
US SXR,N153888168
US SXS,R193942
US SXT,R171075
US SXU,N150917910
US SXV,N153801530
US SXX,R134615
US SXY,R176116
US SXZ,R135172
US SY2,R185007
US SY3,R4194633
US SY4,N150962018
US SY5,N150951042
US SY6,R366128
US SY8,R137006
US SY9,N150957976
US SYC,R13498247
US SYD,R113161
US SYE,R136997
US SYF,R2834558
US SYG,R126130
US SYH,R127725
US SYI,R197466
US SYJ,R207038
US SYL,N150963647
US SYM,R1839164
US SYN,R15789775
US SYO,R14393006
US SYP,N158917079
US SYQ,R175644
US SYR,R174916
US SYS,R175781
US SYT,R135155
US SYU,R110557
US SYV,R119777
US SYW,R251957
US SYX,R132281
US SYY,N150952705
US SYZ,R127610
US SZ2,R366479
US SZ3,R181635
US SZA,R12022550
US SZB,R2296285
US SZC,N150945636
US SZD,N153969561
US SZE,R187172
US SZF,R6603672
US SZG,R117976
US SZH,R207039
US SZI,R177500
US SZJ,R119738
US SZL,R140653
US SZM,R109868
US SZN,R14988973
US SZO,R129643
US SZP,R112594
US SZR,R189078
US SZS,N158309148
US SZT,R206778
US SZU,R5970180
US SZV,R1844193
US SZW,R1181613
US SZX,R12166255
US SZY,R180321
US SZZ,N153396368
US T23,R175945
US T24,R195802
US T2N,R8745848
US T2R,R251772
US T2X,R185077
US T3G,R366465
US T3W,R195485
US T4D,R169731
US T4L,N151330297
US T4X,R6603681
US T4Z,N150949466
US T5C,N153582029
US T5G,R206820
US T5L,N153501731
US T5N,R12203546
US T5R,R199007
US T5W,N151461246
US T5X,N151917270
US T67,N153758809
US T6N,R6571690
US T6P,N158853051
US T6T,R126186
US T6Y,R451325
US T77,R130127
US T7E,R169518
US T7V,R175834
US T7X,R3490152
US T8F,R12208150
US T8P,N150939468
US T8S,R128740
US T99,R129756
US T9A,R140503
US T9C,R179772
US T9H,R6586826
US T9N,N157631710
US T9R,R175989
US T9S,R6603662
US T9X,N151613913
US T9Y,R206744
US TA2,R185135
US TA3,N150969196
US TA4,N151368434
US TA7,R171240
US TA9,N154303691
US TAA,R119976
US TAB,N158309075
US TAC,N141033637
US TAD,R112391
US TAE,R119981
US TAF,R12953865
US TAG,R180018
US TAH,R8476380
US TAI,R179856
US TAJ,N150956376
US TAK,N158813935
US TAL,W32975850
US TAM,R128343
US TAN,R130601
US TAO,R251887
US TAP,R175807
US TAQ,R13578489
US TAR,R6595900
US TAT,R3507044
US TAU,R132122
US TAV,R117482
US TAW,R170383
US TAX,R182766
US TAY,R129917
US TB2,R110264
US TB3,R194868
US TBA,N151350312
US TBB,N151731086
US TBC,R8745851
US TBD,R125822
US TBE,R6586778
US TBG,R182640
US TBH,R179937
US TBI,R1844197
US TBK,N158331385
US TBM,N153562856
US TBO,N158466740
US TBP,N158579815
US TBQ,R963146
US TBR,R119538
US TBS,R13574169
US TBV,R188507
US TBY,N151820808
US TBZ,W33045999
US TC2,W32998199
US TC4,R141224
US TC5,N158815045
US TC7,R6603678
US TC8,R126836
US TC9,N150964346
US TCA,R124879
US TCB,R1839568
US TCC,W364451439
US TCD,R125722
US TCE,R183984
US TCF,N158523859
US TCG,R6571668
US TCH,N151875678
US TCI,R6027700
US TCJ,R1216641
US TCK,R171320
US TCL,R111029
US TCM,R171286
US TCN,R114029
US TCP,R1216949
US TCQ,R194080
US TCR,N157644975
US TCS,R171048
US TCT,N150916857
US TCU,N151795849
US TCW,R197302
US TCX,N153758582
US TCY,R8889794
US TD8,N151752586
US TDA,N158826478
US TDD,N151362442
US TDE,N154171450
US TDF,R169326
US TDG,N150981536
US TDH,R12166345
US TDJ,R133575
US TDM,R11059421
US TDN,R9845407
US TDO,R238080
US TDP,R238751
US TDQ,N158856974
US TDS,R6586547
US TDU,R251819
US TDW,R169553
US TDX,R186471
US TDY,N356557505
US TDZ,R175870
US TE2,N151934290
US TE8,N150921153
US TEA,R170625
US TEB,R170639
US TEC,N3895254416
US TEE,N153806069
US TEF,R187352
US TEG,R179014
US TEH,N4517098604
US TEI,R182515
US TEJ,N158456827
US TEK,W32989139
US TEL,R127478
US TEM,N158592746
US TEN,N158846435
US TEO,R13462439
US TEP,R3159882
US TEQ,R125834
US TER,N153474773
US TES,R142435
US TET,R252390
US TEU,R1217278
US TEV,R135227
US TEW,R1838338
US TEX,R6603682
US TEY,R242797
US TF2,R11262309
US TF3,R2366805
US TFA,N158863839
US TFD,N150933588
US TFE,R126997
US TFF,R187167
US TFG,R127344
US TFI,R194061
US TFK,R142449
US TFL,R1839158
US TFN,R182464
US TFO,R251836
US TFP,N151442791
US TFR,N153903354
US TFS,N158899596
US TFT,R131710
US TFV,N158801340
US TFX,N158613893
US TFY,R133640
US TG2,W1047437142
US TG8,N150966531
US TG9,R119513
US TGA,N151572905
US TGB,N158801868
US TGC,R114496
US TGD,R169724
US TGE,R110348
US TGG,R186698
US TGH,R10228719
US TGI,R142549
US TGK,R16137910
US TGL,R119767
US TGM,N150941669
US TGN,R140578
US TGO,R110194
US TGP,R10993757
US TGQ,R10241085
US TGR,R251589
US TGS,N154301819
US TGT,R11052522
US TGU,R184332
US TGV,R11998650
US TGW,R182780
US TGX,N158917941
US TGY,R126645
US TH2,R9225508
US TH4,N153913530
US TH5,R2047655
US TH6,R8062068
US TH7,W1050842631
US TH8,R238291
US TH9,R126132
US THA,R197251
US THB,R137116
US THC,N1932934933
US THD,R1844194
US THE,N158845170
US THF,R142539
US THG,R194095
US THH,R9147383
US THI,R131618
US THJ,R14988994
US THK,N154151331
US THL,R134899
US THN,R186737
US THP,R252098
US THQ,R126615
US THR,N158643396
US THS,R119759
US THT,R112928
US THU,R174895
US THV,R187708
US THW,R4850810
US THX,R170782
US THY,N154306093
US THZ,R251828
US TIA,R8485569
US TIC,R13563311
US TID,R186646
US TIE,R127353
US TIF,R195179
US TIG,R188967
US TIH,R125655
US TII,R127651
US TIJ,R171085
US TIL,R237853
US TIM,R113260
US TIN,R170840
US TIO,N153526252
US TIP,R194927
US TIQ,N158495469
US TIR,R177366
US TIS,R137853
US TIT,R188805
US TIU,N158804591
US TIV,R7814962
US TIW,R8348295
US TIX,R117658
US TIZ,R194994
US TJA,R130000
US TJB,R183481
US TJC,N151682945
US TJI,R130022
US TJJ,R141419
US TJL,R11049272
US TJN,N150933823
US TJO,N151367225
US TJP,R238277
US TJQ,R142582
US TJS,R175538
US TJT,R117707
US TK5,R140960
US TK8,R129731
US TK9,N150943086
US TKA,N150921886
US TKB,N157622081
US TKC,N158846157
US TKD,R305381
US TKE,R13853507
US TKF,R11049252
US TKG,N157589672
US TKI,N150920807
US TKJ,N150920772
US TKK,R188579
US TKL,N9948668629
US TKM,R119511
US TKN,N158863433
US TKO,R237721
US TKP,R187413
US TKQ,R185000
US TKR,R115354
US TKT,R237893
US TKU,R137290
US TKV,R207021
US TKW,R125972
US TKX,N153603573
US TKY,R130611
US TL2,R365506
US TL3,R195040
US TL4,N150959035
US TL5,N151504000
US TL6,R181493
US TL8,R175666
US TL9,R132087
US TLA,W32974092
US TLB,N154011518
US TLC,R187481
US TLD,R11059519
US TLE,N158618955
US TLF,N150920326
US TLG,N154297405
US TLH,R119009
US TLI,R179857
US TLK,R111732
US TLL,W33155516
US TLM,R186500
US TLN,R127406
US TLO,R119666
US TLP,R14077274
US TLQ,R176066
US TLR,R2707221
US TLS,N1441057586
US TLT,W618605758
US TLU,R125893
US TLV,N158919190
US TLW,R188989
US TLX,R137317
US TLY,R175862
US TLZ,N151892892
US TM2,R239968
US TM3,R129731
US TM8,R142558
US TM9,N151835000
US TMA,R119766
US TMB,R206950
US TMC,R3866463
US TMD,R189027
US TME,N154086382
US TMG,R181940
US TMH,R169720
US TMI,R136825
US TMJ,N153847324
US TMK,R125733
US TML,R119975
US TMM,R126074
US TMN,R13677195
US TMO,R198989
US TMP,R188043
US TMQ,R187760
US TMR,R8540114
US TMS,N151766335
US TMT,R7815285
US TMU,R1216868
US TMV,N158353552
US TMW,R8366923
US TMX,R14988998
US TMZ,N151609091
US TN2,N153568522
US TN3,R130252
US TN5,R170881
US TN6,R1839165
US TNB,R141728
US TNC,N150916961
US TND,R126271
US TNE,W33614299
US TNF,R170612
US TNG,R119792
US TNH,N153716282
US TNI,R7158521
US TNJ,R10160033
US TNK,N150920202
US TNL,R125791
US TNM,R12180993
US TNN,N150968291
US TNO,R13093315
US TNP,R13875015
US TNQ,R1546085
US TNR,N150959537
US TNS,R2402321
US TNT,N154331931
US TNU,R128320
US TNV,R206763
US TNW,R110196
US TNX,R182570
US TNY,R13745279
US TNZ,R180286
US TO2,R119998
US TO3,W33166697
US TO5,N151614999
US TO7,R122069
US TO8,R1839159
US TOA,R2314273
US TOB,R115367
US TOC,R119761
US TOD,R183442
US TOE,R1216846
US TOF,R188373
US TOH,N150965575
US TOI,R110972
US TOJ,R121429
US TOK,R184813
US TOL,R182514
US TOM,N150962764
US TON,R1844198
US TOO,R198966
US TOP,R130140
US TOR,R252326
US TOS,W33613833
US TOT,R170718
US TOU,R3143397
US TOV,R183355
US TOW,R188546
US TOX,R187763
US TOY,R12203414
US TOZ,R206765
US TP2,R13572261
US TP3,N150970449
US TP4,R187771
US TP5,R141170
US TP6,R9212852
US TP7,R129987
US TP8,N158348353
US TP9,R206948
US TPA,R1216849
US TPB,N154170253
US TPC,R179939
US TPD,R181455
US TPE,R110833
US TPF,R128769
US TPG,R132006
US TPH,R170155
US TPI,R197267
US TPJ,R181697
US TPK,R127350
US TPL,R114990
US TPM,R130844
US TPN,R169369
US TPP,R237750
US TPQ,N153543008
US TPR,R123014
US TPS,N153983008
US TPT,R2748087
US TPU,R196010
US TPV,R197140
US TPW,R189063
US TPX,N151770712
US TPY,R187538
US TPZ,R237642
US TQA,N151707722
US TQB,R6584385
US TQD,R124715
US TQE,R175994
US TQF,R11059198
US TQH,R179828
US TQI,R238002
US TQJ,R175756
US TQK,R126970
US TQL,N7391589112
US TQM,R126264
US TQN,R12341996
US TQO,R180096
US TQP,R9212852
US TQQ,R140503
US TQR,R185003
US TQS,R169416
US TQT,R188767
US TQU,N150942399
US TQV,N158325630
US TQW,N154029634
US TQX,R137791
US TQY,R8485607
US TQZ,R6584729
US TR2,R8374449
US TR3,N158615372
US TR5,R198788
US TR6,R2050728
US TR7,R6571691
US TR8,R254020
US TR9,R124788
US TRA,R187615
US TRB,N150945333
US TRC,R112385
US TRD,R188812
US TRE,R9249060
US TRF,N158350279
US TRG,N158800687
US TRH,N150971650
US TRJ,R134949
US TRK,R1216848
US TRL,R6571689
US TRM,N150959080
US TRN,R197284
US TRO,R182947
US TRQ,R3669592
US TRR,N158895000
US TRS,R181998
US TRT,R198977
US TRU,R110141
US TRV,N153720311
US TRW,R179978
US TRX,R141600
US TRY,R174387
US TRZ,R180280
US TS2,R10140545
US TS3,N154347216
US TS4,R124717
US TS8,N153540613
US TS9,R195856
US TSA,R197188
US TSB,N158908798
US TSC,R2982776
US TSD,R2017765
US TSE,R176079
US TSF,R11059516
US TSG,N150917040
US TSH,R12180944
US TSI,R184115
US TSJ,R119897
US TSK,R12194417
US TSL,R252319
US TSM,R171267
US TSN,R15804725
US TSO,N150939402
US TSP,R113140
US TSR,R197328
US TSS,R251855
US TSV,R252015
US TSW,R2661543
US TSX,R251525
US TSY,N153888466
US TSZ,N153979526
US TT2,R128607
US TT3,R123093
US TT4,R128676
US TT5,R6603684
US TT6,R5205197
US TT7,N153530283
US TT8,R185080
US TT9,N158854755
US TTA,R194032
US TTB,N151796383
US TTC,N153970697
US TTD,R186715
US TTE,N154312476
US TTF,N151461387
US TTH,R188970
US TTI,R170043
US TTJ,N158899414
US TTK,R251787
US TTL,R182506
US TTM,R187415
US TTN,R170584
US TTO,R195085
US TTP,R189100
US TTQ,R7147882
US TTR,R119861
US TTS,R207017
US TTT,R175887
US TTU,R194107
US TTW,R187350
US TTX,R125851
US TTY,R197461
US TTZ,R251499
US TU2,N150965946
US TU9,R125946
US TUA,R137134
US TUB,R131721
US TUC,R119366
US TUD,R206852
US TUE,N157572280
US TUG,R130831
US TUI,N151498331
US TUK,R237384
US TUL,R184985
US TUM,N158543950
US TUN,R114486
US TUO,N153634195
US TUP,R7155943
US TUQ,R178962
US TUR,N2916789659
US TUT,R13594207
US TUU,R252188
US TUW,R238001
US TUZ,R253824
US TV3,N158324517
US TV7,R360842
US TV8,R197227
