actor_id,year,population
US ZPA,2020,5931
US ZPA,2010,6112
US PX4,2010,185
US PX4,2020,232
US PVJ,2020,5992
US PVJ,2010,6187
US PNT,2020,718
US PNT,2010,876
US YKV,2020,557
US YKV,2010,608
US PCB,2020,992
US PCB,2010,1148
US ZPI,2020,130
US ZPI,2010,103
US PWE,2020,1936
US PWE,2010,2196
US PPF,2020,9600
US PPF,2010,10500
US PSZ,2020,2100
US PSZ,2010,2373
US XPI,1880,381
US XPI,2000,5120
US XPI,2020,4787
US XPI,2010,4878
US PIR,1990,12906
US PIR,2010,13646
US PIR,2020,14091
US PEJ,2020,1821
US PEJ,2010,2117
US YPA,2010,1210
US YPA,2020,937
US 5XT,2010,4806
US 5XT,2020,5004
US G9T,2010,40059
US G9T,2020,42243
US PEI,2010,154065
US PEI,2020,190985
US PHX,2010,1445632
US PHX,2020,1608139
US PHX,2017,1626078
US PAN,2020,11541
US PAN,2010,12023
US PSU,2020,2398
US PSU,2010,2558
US P6K,2010,1022
US P6K,2020,1194
US PZM,2010,1804
US PZM,2020,1926
US PX6,2020,210
US PX6,2010,221
US AKS,2010,1508
US AKS,2020,1567
US ZTS,2020,217
US ZTS,2010,263
US PES,2010,25092
US PES,2020,27115
US PC6,2010,537
US PC6,2020,614
US PQZ,2020,881
US PQZ,2010,1017
US PJW,2020,1424
US PJW,2010,1477
US P8A,2020,356
US P8A,2010,374
US 9PA,2020,1791
US 9PA,2010,1898
US PC9,2010,7297
US PC9,2020,8333
US PX2,2020,136
US PX2,2010,167
US EEZ,2020,213
US EEZ,2000,227
US EEZ,2010,238
US PD7,2020,390
US PD7,2010,437
US PZT,2010,8553
US PZT,2020,10171
US PQH,2010,34364
US PQH,2020,38244
US KPZ,2020,112
US KPZ,2010,126
US PX9,2020,556
US PX9,2010,644
US XPS,2020,238
US XPS,2010,242
US PWL,2020,8012
US PWL,2010,8463
US PPW,2020,410
US PPW,2010,508
US HQ4,2020,101
US HQ4,2010,133
US XXG,2020,1340
US XXG,2010,1306
US ZTO,2020,104
US ZTO,2010,153
US 9MR,2020,717
US 9MR,2010,755
US 5LO,2020,345
US 5LO,2010,353
US MMF,2010,35626
US MMF,2020,38527
US MO6,2010,608
US MO6,2020,614
US MTF,2010,238
US MTF,2020,272
US EZS,2020,385
US EZS,2010,489
US MN7,2020,744
US MN7,2010,813
US MJA,2010,75092
US MJA,2020,117635
US EZC,2020,263
US EZC,2010,318
US MQZ,2010,22699
US MQZ,2020,25748
US ENU,2020,163
US ENU,2010,171
US MDV,2010,303
US MDV,2020,304
US EJS,2020,1731
US EJS,2010,1822
US MZB,2020,180
US MZB,2010,229
US JEK,2010,2590
US JEK,2020,2471
US JEK,2000,2637
US JJK,2020,174
US JJK,2010,203
US M3R,2020,1396
US M3R,2010,1493
US VMJ,2010,4695
US VMJ,2019,12117
US VMJ,2020,13901
US MAX,2020,6893
US MAX,2010,7459
US YJN,2020,123
US YJN,2000,155
US YJN,2010,178
US MRS,2010,15570
US MRS,2020,16258
US MTX,2010,2290
US MTX,2020,2048
US ERT,2020,747
US ERT,2010,781
US MDG,2010,11071
US MDG,2020,11744
US ZMC,2010,11014
US ZMC,2020,12595
US MGC,2010,31479
US MGC,2020,32075
US 4MI,2020,1541
US 4MI,2010,1837
US MFH,2010,15276
US MFH,2013,16439
US MFH,2020,20471
US ZML,2020,698
US ZML,2010,731
US RRL,2020,9347
US RRL,2010,9661
US MEZ,2010,17353
US MEZ,2020,18268
US IAM,2020,19923
US IAM,2010,20181
US MMK,2010,29361
US MMK,2020,30467
US ZGJ,2020,916
US ZGJ,2010,1072
US MMM,2010,16264
US MMM,2020,16843
US ICA,2010,600
US ICA,2020,648
US ICA,2000,653
US M4B,2020,717
US M4B,2010,815
US MBE,2010,3101
US MBE,2020,3231
US MQU,2010,23132
US MQU,2020,25142
US OMQ,2010,1183
US OMQ,2020,1084
US EM8,2020,309
US EM8,2010,327
US MFV,2020,396
US MFV,2010,408
US W26,2010,3982
US W26,2020,4936
US IKC,2020,422
US IKC,2000,455
US IKC,2010,498
US WT5,2000,459
US WT5,2020,1992
US WT5,2010,2087
US WYX,2009,6100
US WYX,2010,5662
US WYX,2020,6431
US WXR,2010,3682
US WXR,2020,4974
US WH8,2010,3793
US WH8,2020,4074
US WH8,2000,3760
US WHR,2010,85331
US WHR,2020,87306
US SPS,2020,102316
US SPS,2010,104553
US WQG,2000,5600
US WQG,2020,91
US WQG,2010,5724
US WGG,2010,893
US WGG,2020,1401
US WBK,2010,5245
US WBK,2020,5326
US WBE,2010,41498
US WBE,2020,44328
US ILG,2010,70851
US ILG,2020,70898
US OSW,2020,7914
US OSW,2010,7984
US OQG,2020,2756
US OQG,2010,3115
US VID,2010,2311
US VID,2020,2847
US ORN,2010,7291
US ORN,2020,8298
US OGQ,2020,22937
US OGQ,2010,23101
US OTO,2020,777
US OTO,2010,808
US ORZ,2020,2108
US ORZ,2010,2142
US QOL,2000,594
US QOL,2010,859
US QOL,2020,947
US ODX,2020,2221
US ODX,2010,2225
US OR7,2010,3733
US OR7,2020,3812
US O8R,2010,147
US O8R,2020,156
US O2T,2020,1144
US O2T,2010,1262
US OTF,1820,2233
US OTF,2010,10136
US OTF,2020,10446
US 2OR,2010,10362
US 2OR,2020,11183
US OC9,2020,2861
US OC9,2010,2943
US OB4,2020,1335
US OB4,2010,1431
US WFP,2020,2083
US WFP,2010,2137
US 5WR,2010,14868
US 5WR,2020,14613
US R6T,2010,1772
US R6T,2014,1775
US R6T,2020,1978
US WLW,2010,6166
US WLW,2020,6293
US WLG,2010,14143
US WLG,2011,14752
US WLG,2015,15052
US WLG,2012,15107
US WLG,2013,15206
US WLG,2020,15425
US IOM,2010,32176
US IOM,2020,36875
US WII,2010,3035
US WII,2020,3176
US ILS,2000,3496
US ILS,2010,3524
US ILS,2020,3747
US ICX,2020,3213
US ICX,2010,3757
US WQF,2010,220
US WQF,2020,272
US IFM,2010,3023
US IFM,2020,3202
US WMT,2010,1876
US WMT,2020,2255
US ILN,2010,12520
US ILN,2000,11921
US ILN,2020,12664
US ILM,2000,75838
US ILM,2010,112067
US ILM,2020,115451
US ILM,2016,117525
US WOW,2020,119
US WOW,2010,149
US WOM,2010,22325
US WOM,2020,23349
US IWL,2010,5288
US IWL,2020,6344
US WI3,2010,1855
US WI3,2020,1937
US WZG,2020,2164
US WZG,2010,2184
US WIC,2010,12750
US WIC,2020,12652
US WHN,2020,4023
US WHN,2010,4042
US IMS,2020,157
US IMS,2010,191
US ICT,2010,382368
US ICT,2020,397532
US IDR,2020,212
US IDR,2010,273
US IDR,2000,335
US NEN,2010,7660
US NEN,2006,7327
US NEN,2020,8257
US W9H,2010,1604
US W9H,2020,1725
US PGG,2010,422
US PGG,2020,1692
US P2C,2010,18390
US P2C,2020,19022
US PVF,2010,10389
US PVF,2020,10747
US PAA,2010,132
US PAA,2020,143
US PID,2020,758
US PID,2010,975
US PXP,2020,582
US PXP,2010,647
US 7PR,2010,5406
US 7PR,2020,9439
US PAG,2020,681
US PAG,2000,706
US PAG,2010,722
US QPO,2010,3743
US QPO,2020,4537
US PR3,2010,2831
US PR3,2020,3205
US PDP,2010,1947
US PDP,2020,1975
US IIU,2010,791
US IIU,2020,802
US PIP,2020,70
US PIP,2010,68
US PYN,2013,7132
US PYN,2010,7163
US PYN,2020,7215
US PQS,2010,568
US PQS,2020,615
US PTU,2020,55
US PTU,2010,61
US PZY,2020,3622
US PZY,2010,3849
US PBF,2020,41253
US PBF,2010,49083
US PNL,2010,2030
US PNL,2020,2005
US PSF,1790,1992
US PSF,2020,43927
US PSF,2010,44737
US PLZ,1870,155
US PLZ,2000,222030
US PLZ,2010,259841
US PLZ,2020,285494
US PF4,2020,1236
US PF4,2010,1243
US PLF,2010,49808
US PLF,2020,54586
US P9E,2020,371
US P9E,2010,386
US P8E,2010,840
US P8E,2020,788
US 8PP,2020,2155
US 8PP,2010,2216
US M94,2010,1146
US M94,2020,1171
US IPE,2020,2091
US IPE,2010,2188
US PB5,2010,7655
US PB5,2020,8072
US PBG,2010,63264
US PBG,2020,76416
US TFE,2020,4206
US TFE,2010,4576
US PNO,1880,1782
US PNO,2010,10856
US PNO,2020,11847
US YVP,2020,5066
US YVP,2010,5648
US PCC,2010,50533
US PCC,2020,51824
US PH8,2010,1682
US PH8,2020,1726
US GPM,2010,2387
US GPM,2020,2847
US P87,2020,1136
US P87,2010,1263
US PTF,2020,3908
US PTF,2010,4215
US PLS,2020,573
US PLS,2010,776
US PDY,2010,29405
US PDY,2020,30617
US M6D,2010,1417
US M6D,2020,1636
US PFE,2020,14973
US PFE,2010,15405
US SBY,2020,33050
US SBY,2010,30343
US SX2,2010,20329
US SX2,2019,26046
US SX2,2020,27103
US SR6,2010,25259
US SR6,2020,34134
US SBO,2020,2441
US SBO,2010,2489
US ZLM,2010,6423
US ZLM,2012,6762
US ZLM,2020,9298
US L7S,2020,2612
US L7S,2010,2715
US SAE,2020,11915
US SAE,2010,12303
US SNS,1870,599
US SNS,2010,150441
US SNS,2020,163542
US SJC,2020,1013240
US SJC,2016,1025350
US SJC,2010,945942
US SJC,2014,1000536
US SAJ,2020,35196
US SAJ,2010,34593
US SBT,2010,209924
US SBT,2020,222101
US SLC,2010,186440
US SLC,2020,199723
US RUT,2020,15807
US RUT,2010,16495
US RUT,2000,17292
US UYQ,2010,24892
US UYQ,2011,24823
US UYQ,2012,25052
US UYQ,2013,25299
US UYQ,2020,25346
US UYQ,2015,25432
US SNM,1970,3896
US SNM,2010,83781
US SNM,2020,94833
US SXW,2010,285068
US SXW,2020,311527
US SXN,2010,1940
US SXN,2020,1874
US SXN,2000,2071
US L26,1880,86
US L26,2020,1566
US L26,2000,1591
US L26,2010,1635
US SAD,2010,9566
US SAD,2020,10129
US SLI,2010,25505
US SLI,2020,35257
US SLE,2010,154637
US SLE,2020,175535
US CSL,2010,45119
US CSL,2020,47063
US RYJ,2010,5298
US RYJ,2020,5543
US SXB,2010,41114
US SXB,2020,43908
US SLM,2010,41340
US SLM,2020,44480
US SLM,2000,40407
US SQL,2010,28406
US SQL,2020,30722
US SMQ,2010,4950
US SMQ,2020,4608
US XMO,2010,63522
US XMO,2020,64293
US ZSK,2020,1591
US ZSK,2010,1883
US SLO,2020,7282
US SLO,2010,7485
US SFR,1920,3204
US SFR,2010,23645
US SFR,2020,23946
US SMD,1920,584
US SMD,2020,12513
US SMD,2010,13147
US SNH,2016,87700
US SNH,2010,84950
US SNH,2000,79452
US SNH,2020,91008
US SCL,2010,4724
US SCL,2020,4791
US JSZ,2010,33856
US JSZ,2020,35294
US SXF,2010,97207
US SXF,2020,105661
US IIC,2010,1029
US IIC,2020,1049
US OSP,2010,17442
US OSP,2020,18429
US IA3,2020,2906
US IA3,2010,2998
US IA3,2000,3091
US OCF,2010,56315
US OCF,2020,63591
US OLD,2010,7840
US OLD,2020,7431
US OM2,2010,3517
US OM2,2020,3652
US QOT,2020,1989
US QOT,2010,2215
US KQI,2010,910
US KQI,2020,896
US OMK,2020,4860
US OMK,2010,4845
US OPV,2010,684
US OPV,2020,715
US O4G,2020,2379
US O4G,2010,2552
US OPN,2010,5750
US OPN,2020,5888
US OND,2020,10329
US OND,2010,11393
US ZNI,2020,784
US ZNI,2010,878
US ODM,2020,2255
US ODM,2010,2389
US OZI,2020,249
US OZI,2010,265
US ONL,2020,3581
US ONL,2010,3705
US ODG,2010,5300
US ODG,2020,5593
US OFL,2010,79329
US OFL,2020,91316
US ZOT,2010,7737
US ZOT,2020,8504
US OW5,2010,510
US OW5,2020,389
US OW5,2000,471
US OCE,1960,983
US OCE,1970,1493
US OCE,1980,4946
US OCE,1990,5146
US OCE,2020,6844
US OCE,2010,7102
US OCE,2000,7173
US OGO,2020,2007
US OGO,2010,2044
US OJA,1930,1468
US OJA,2010,7461
US OJA,2020,7637
US O9K,2020,3020
US O9K,2010,1764
US ONY,2020,3007
US ONY,2010,3285
US ONY,2000,3396
US XOR,2010,8286
US XOR,2020,8555
US O7L,2020,1517
US O7L,2010,1605
US OKM,2020,11322
US OKM,2010,12321
US XJV,2010,2891
US XJV,2020,2957
US ZOK,2010,17736
US ZOK,2020,18803
US 5OT,2020,994
US 5OT,2010,1013
US OCQ,2010,4513
US OCQ,2020,4609
US YOF,2020,8582
US YOF,2010,9024
US OLV,2010,33484
US OLV,2020,39711
US OEC,2020,11229
US OEC,2010,11701
US OSY,2010,10242
US OSY,2020,10481
US OHF,2020,1580
US OHF,2010,1599
US OLA,2010,3414
US OLA,2020,3498
US OKW,2010,3970
US OKW,2020,4822
US OLW,2020,5920
US OLW,2010,6415
US OIL,2020,9613
US OIL,2010,10557
US ZGY,2010,364
US ZGY,2020,366
US MO3,2010,3592
US MO3,2020,3467
US OPQ,2020,1540
US OPQ,2010,1805
US PF3,2020,504
US PF3,2010,546
US XPD,2020,2862
US XPD,2010,2991
US RSO,2010,6293
US RSO,2020,6299
US OGV,2010,1470
US OGV,2020,1224
US RY4,2020,431
US RY4,2010,447
US RY4,2012,466
US ONT,1890,683
US ONT,2010,163924
US ONT,2020,175265
US JOR,1880,679
US JOR,2010,136416
US JOR,2020,139911
US R3N,2010,7437
US R3N,2020,8315
US ORR,2010,8380
US ORR,2020,8452
US OVL,2010,173372
US OVL,2020,197238
US OSH,2010,66083
US OSH,2020,66816
US ORP,2010,8412
US ORP,2020,9089
US OIM,2020,440
US OIM,2010,454
US O5T,2010,475
US O5T,2020,511
US RBZ,2020,390
US RBZ,2010,409
US OJR,2010,2112
US OJR,2020,2113
US OSS,2010,37674
US OSS,2020,40061
US O2R,2020,1195
US O2R,2010,1294
US OSB,2010,4351
US OSB,2020,4637
US M2S,2020,909
US M2S,2010,947
US OVD,2020,15955
US OVD,2010,16062
US OKS,2020,809
US OKS,2010,884
US ODQ,2010,783
US ODQ,2020,794
US RNW,2010,1871
US RNW,2020,1955
US IHK,2020,753
US IHK,2010,837
US UKG,2020,5285
US UKG,2010,5551
US RYX,2010,9349
US RYX,2020,13508
US ZRE,2010,56199
US ZRE,2020,62535
US ROM,2020,101
US ROM,2010,181
US IUD,2020,1296
US IUD,2010,1412
US OFG,2020,2656
US OFG,2010,3142
US RPT,2010,5554
US RPT,2020,6082
US OGC,1900,365
US OGC,2010,10599
US OGC,2020,12632
US OAE,2000,3451
US OAE,2010,3619
US OAE,2020,3627
US UY7,2010,13571
US UY7,2020,19966
US RBG,2010,21181
US RBG,2020,23683
US RRX,1880,628
US RRX,2010,99887
US RRX,2020,119468
US OTM,2010,25023
US OTM,2020,25529
US OR5,2020,68
US OR5,2010,71
US 7RH,2010,3931
US 7RH,2020,4185
US OTW,2020,18840
US OTW,2010,18768
US OGI,2020,3604
US OGI,2010,3721
US YZD,2020,1587
US YZD,2010,1624
US OSL,2010,330
US OSL,2020,239
US UGG,2020,2509
US UGG,2010,2876
US VJM,2020,180
US VJM,2010,192
US MF3,2020,2524
US MF3,2010,2544
US 3MG,2010,730
US 3MG,2020,622
US OTE,2020,1275
US OTE,2010,1638
US MCZ,2020,1441
US MCZ,2010,1571
US MCZ,2000,1726
US MOZ,2010,3460
US MOZ,2020,3047
US MGH,2010,2956
US MGH,2020,3249
US MW8,2020,949
US MW8,2010,987
US UVO,2020,1354
US UVO,2010,1574
US OOC,2020,1081
US OOC,2010,1129
US 7MG,2010,1201
US 7MG,2020,1184
US MQR,2010,2220
US MQR,2020,2270
US XOO,2010,324
US XOO,2000,337
US XOO,2020,367
US MUW,2020,3398
US MUW,2010,3471
US UIA,1920,298
US UIA,2020,996
US UIA,2010,1076
US WMH,1880,137
US WMH,2010,12448
US WMH,2020,12825
US ZPQ,2000,1120
US ZPQ,2010,1918
US ZPQ,2020,2106
US 7MR,2020,638
US 7MR,2010,749
US MJG,2020,1205
US MJG,2010,1218
US MGG,2010,2394
US MGG,2020,2505
US OIO,2010,5378
US OIO,2020,5508
US MJE,2000,430
US MJE,2020,396
US MJE,2010,428
US MQC,2010,2657
US MQC,2020,2541
US MZM,2020,921
US MZM,2010,1022
US MOC,2020,5753
US MOC,2010,6188
US OYO,2020,177
US OYO,2010,216
US M8L,2010,790
US M8L,2020,737
US VIJ,2020,3323
US VIJ,2010,3626
US RQR,2010,884
US RQR,2020,971
US MRT,2010,1974
US MRT,2020,2082
US VMQ,2010,2506
US VMQ,2020,2589
US MR4,2020,2256
US MR4,2010,2388
US TZM,2010,966
US TZM,2020,975
US 3MR,2010,961
US 3MR,2020,1095
US QGF,2020,3256
US QGF,2010,3285
US XZM,2020,29630
US XZM,2010,18576
US XJK,2010,32711
US XJK,2020,50193
US OBO,2020,293
US OBO,2010,311
US M9V,2010,1658
US M9V,2020,1753
US MOR,2010,29137
US MOR,2020,30431
US ME3,2010,2847
US ME3,2020,3775
US NGM,2010,240
US NGM,2000,1464
US NGM,2020,1741
US YMR,2010,433
US YMR,2020,468
US OUA,2020,1623
US OUA,2010,1691
US M5O,2010,1618
US M5O,2020,1687
US MXF,2010,4506
US MXF,2020,4527
US MFZ,2020,8093
US MFZ,2010,9318
US MXH,2020,6493
US MXH,2010,6687
US MWH,2010,20366
US MWH,2020,25146
US UTZ,2010,5833
US UTZ,2020,6019
US ML5,2020,1999
US ML5,2010,2104
US XJI,2010,19909
US XJI,2020,21286
US MKI,2010,20254
US MKI,2020,21538
US UMX,2020,18090
US UMX,2010,9117
US IPG,2010,718
US IPG,2020,822
US 9MW,2010,556
US 9MW,2020,572
US MNQ,2010,3462
US MNQ,2000,3482
US MNQ,2020,3711
US MWR,2000,254
US MWR,2010,433
US MWR,2020,439
US MUO,2010,14206
US MUO,2020,15979
US UQV,2020,1961
US UQV,2010,1994
US MJO,2010,12155
US MJO,2020,13249
US MKS,2010,10877
US MKS,2020,10959
US OQV,2020,329
US OQV,2010,511
US MOA,1910,253
US MOA,2010,2427
US MOA,2000,1809
US MOA,2020,3024
US MHS,2020,3223
US MHS,2010,3394
US QUG,2010,4044
US QUG,2020,4918
US MUD,2010,12370
US MUD,2011,12534
US MUD,2020,16341
US INX,2010,3988
US INX,2020,4452
US UII,2010,2869
US UII,2020,2878
US MPL,2010,4561
US MPL,2020,4784
US MWT,2010,16990
US MWT,2020,16956
US MOP,2020,21688
US MOP,2010,26016
US MTC,2020,15697
US MTC,2010,16314
US MUF,2010,3817
US MUF,2020,3952
US MPH,2010,67843
US MPH,2020,90801
US MSJ,2020,7020
US MSJ,2010,6685
US MGQ,2020,1171
US MGQ,2010,1181
US OUD,1920,393
US OUD,2010,9052
US OUD,2020,9398
US MNO,2020,4198
US MNO,2010,4589
US JMN,2020,410
US JMN,2010,411
US MHX,2010,13656
US MHX,2020,17703
US ZGC,2010,310
US ZGC,2020,272
US 89M,2010,759
US 89M,2020,768
US OT3,2020,1036
US OT3,2010,1126
US MU3,2020,1480
US MU3,2010,1559
US MDZ,2010,1737
US MDZ,2020,1974
US 2PV,2020,464
US PVG,2010,313
US PVG,2020,356
US PIK,2010,1608
US PIK,2020,1824
US XOU,2012,411
US XOU,2010,414
US XOU,2020,427
US QOS,2010,12154
US QOS,2020,12460
US QOS,2011,12057
US QOS,2015,12059
US QOS,2013,12104
US QOS,2012,12117
US PK7,2010,707
US PK7,2020,781
US PJR,2020,911
US PJR,2010,944
US PGX,2010,469
US PGX,2020,507
US YPI,2010,3318
US YPI,2020,3769
US QPY,2020,2218
US QPY,2010,2473
US ORI,2020,170
US ORI,2010,194
US PTH,2020,100
US PTH,2010,102
US TGO,2010,10110
US TGO,2020,9544
US PUR,2020,734
US PUR,2010,826
US PHO,2020,830
US PHO,2010,674
US PTD,2010,52
US PTD,2020,78
US PXH,2020,7371
US XKV,2010,8264
US XKV,2020,9945
US POA,2010,53818
US POA,2020,56039
US POA,2000,57755
US IN8,2010,476
US IN8,2020,499
US 8PO,2020,1600
US 8PO,2010,1498
US PZF,2020,1312
US PZF,2010,1366
US NXT,2020,1204
US NXT,2010,1307
US PJT,2020,10424
US PJT,2010,10499
US PZX,2020,7830
US PZX,2010,7609
US PNW,2020,3788
US PNW,2010,3804
US PVE,2020,14384
US PVE,2010,14555
US PKK,2010,6903
US PKK,2020,7754
US XKX,2010,10324
US XKX,2020,10581
US PBQ,2010,2928
US PBQ,2020,3682
US PVL,2020,154
US PVL,2010,238
US PVI,2020,17525
US PVI,2010,17716
US PL3,2020,82
US PL3,2010,109
US PON,2010,13040
US PON,2020,13692
US P8Y,2020,1678
US P8Y,2010,1732
US TSW,2020,5540
US TSW,2010,5735
US IIB,2020,1746
US IIB,2010,1903
US PIM,2020,1216
US PIM,2010,1304
US PIM,2014,1344
US 6TS,2020,800
US 6TS,2010,869
US PIH,2020,56320
US PIH,2010,58255
US IOL,2020,5396
US IOL,2010,5704
US IVK,2020,2360
US IVK,2010,2715
US IFA,2020,5106
US IFA,2010,5238
US JKN,2020,3990
US JKN,2010,3842
US ISI,2010,5251
US ISI,2020,6804
US AFN,2020,5320
US AFN,2010,5457
US MJQ,2010,3299
US MJQ,2020,3323
US IA8,2020,226
US IA8,2010,291
US JAV,2010,930
US JAV,2020,1034
US IOJ,2020,428
US IOJ,2010,447
US IRQ,2020,110
US IRQ,2010,86
US JSV,2010,2256
US JSV,2020,2421
US IOQ,2010,2996
US IOQ,2020,3436
US IR7,2010,432
US IR7,2020,474
US IR7,2000,673
US IRW,2020,3007
US IRW,2010,3029
US JSW,2010,5405
US JSW,2020,5559
US JCR,2020,1441
US JCR,2010,1462
US JS2,2010,4651
US JS2,2020,5019
US TCW,2020,1935
US TCW,2010,1959
US JMT,2010,1794
US JMT,2015,1804
US JMT,2020,1867
US ITA,2010,2910
US ITA,2020,2853
US IOP,2010,4133
US IOP,2020,4347
US IRR,2000,1702
US IRR,2010,1826
US IRR,2020,2011
US IRD,1990,1050
US IRD,2010,1422
US IRD,2000,1446
US IRD,2020,1472
US IVV,2010,33880
US IVV,2020,35801
US JXN,2020,31309
US JXN,2010,33534
US MKL,2010,65211
US MKL,2013,67685
US MKL,2020,68205
US OAJ,2010,70145
US OAJ,2020,72723
US JVB,2020,23830
US JVB,2010,21362
US 7MN,2020,560
US 7MN,2010,559
US IWD,2020,5045
US IWD,2010,5387
US IRN,2020,10571
US IRN,2010,11129
US IR6,2010,572
US IR6,2020,576
US JSO,2020,256
US JSO,2010,274
US IVA,2010,751
US IVA,2020,803
US IO8,2020,1890
US IO8,2010,1788
US IUK,2010,3028
US IUK,2020,3139
US JAT,2010,3382
US JAT,2020,3668
US 4JM,2020,424
US 4JM,2010,491
US IR4,2020,531
US IR4,2010,589
US JKG,2000,3934
US JKG,2010,5045
US JKG,2020,5557
US JAK,2020,6252
US JAK,2010,6397
US ISP,2010,335543
US ISP,2020,339938
US JAE,2020,408
US JAE,2010,409
US LYY,2010,5682
US LYY,2020,5679
US XIG,2020,9270
US XIG,2010,9148
US YMZ,2020,1442
US YMZ,2010,1462
US MYZ,2010,9326
US MYZ,2020,9411
US OTC,2010,12759
US OTC,2020,14455
US MGJ,2010,22606
US MGJ,2020,23322
US MOX,2020,5105
US MOX,2010,5286
US MJM,2010,3571
US MJM,2020,3665
US 4MO,2020,738
US 4MO,2010,898
US QOR,2020,637
US QOR,2010,665
US MXO,1960,3190
US MXO,2020,4040
US MXO,1870,1337
US MXO,1880,1877
US MXO,1890,1938
US MXO,1910,2043
US MXO,1900,2104
US MXO,1920,2257
US MXO,1930,2259
US MXO,1940,2546
US MXO,1950,2888
US MXO,2010,3796
US OOF,2010,55081
US OOF,2020,62793
US MY5,2010,1910
US MY5,2020,1946
US MZU,2010,60269
US MZU,2020,61096
US KMX,2020,333
US KMX,2010,384
US MGW,2010,29660
US MGW,2020,30347
US YTX,2010,147
US YTX,2020,165
US MJC,2020,373
US MJC,2010,399
US MMP,2020,3942
US MMP,2010,4072
US MTB,2010,62500
US MTB,2020,62640
US YRE,2020,741
US YRE,2010,973
US JGM,2020,630
US JGM,2010,697
US MMU,2020,20180
US MMU,2010,18411
US M4G,2020,2811
US M4G,2010,2834
US MJF,2010,694
US MJF,2020,733
US MG6,2010,621
US MG6,2020,1948
US OOY,2000,1400
US OOY,2010,1371
US OOY,2020,1376
US IUW,2010,2597
US IUW,2020,2643
US XIH,2010,38065
US XIH,2020,44505
US MVE,1880,862
US MVE,2010,5383
US MVE,2020,5398
US MVE,1980,5845
US MZW,2010,3976
US MZW,2020,4138
US OLO,2020,1448
US OLO,2010,1495
US MTJ,2010,19132
US MTJ,2015,19217
US MTJ,2020,20291
US MRE,2010,6307
US MRE,2020,6393
US MEB,2010,5530
US MEB,2020,10399
US MZY,2010,2850
US MZY,2020,2746
US NGY,2010,10251
US NGY,2020,10853
US MRN,2010,16918
US MRN,2020,17474
US LMO,2020,11472
US LMO,2010,12404
US MBM,2020,18387
US MBM,2010,19571
US MHR,2010,6845
US MHR,2020,7151
US WLC,2010,12498
US WLC,2020,12613
US XWG,2010,3491
US XWG,2020,4055
US WNF,2010,2678
US WNF,2020,2942
US WLD,2020,11777
US WLD,2010,12301
US ONA,2020,25948
US ONA,2010,27592
US XWZ,2010,2897
US XWZ,2020,2921
US WV8,2010,1827
US WV8,2020,1857
US WV8,2000,1867
US WHV,2020,361
US WHV,2010,514
US INK,2010,940
US INK,2020,915
US WM8,2020,11426
US WM8,2010,11632
US WVW,2020,71
US WVW,2010,87
US WT9,2020,116
US WT9,2000,186
US WT9,2010,192
US WIF,2010,4717
US WIF,2020,4845
US INW,2020,9005
US INW,2010,9655
US WQA,2010,14489
US WQA,2020,15121
US W5H,2010,4860
US W5H,2020,5252
US IIW,2010,5123
US IIW,2020,5538
US WIG,2020,1332
US WIG,2010,1399
US WBN,2010,38120
US WBN,2020,40876
US WDF,2010,250
US WDF,2020,189
US IHP,2010,17497
US IHP,2020,19316
US WIS,2020,6860
US WIS,2010,6984
US ZJM,2010,1277
US ZJM,2020,1335
US IZG,2020,1139
US IZG,2010,1253
US WSI,2020,1905
US WSI,2010,2025
US WJJ,2010,3434
US WJJ,2020,3455
US W2L,2020,1641
US W2L,2010,1699
US IGV,2020,5566
US IGV,2010,6041
US IGV,2005,6216
US ITL,2010,4169
US ITL,2020,4599
US VVS,2020,148
US VVS,2010,152
US VVS,2000,188
US W2T,2020,482
US W2T,2010,487
US 7WG,2020,1344
US 7WG,2010,1357
US WV9,2020,2606
US WV9,2010,4638
US YWT,2010,850
US YWT,2020,823
US IIM,2020,3819
US IIM,2010,3854
US W6M,2010,3686
US W6M,2020,5999
US IHS,2020,1574
US IHS,2010,1593
US DZS,2020,1079
US DZS,2010,1187
US XNN,2020,2285
US XNN,2010,2843
US OLF,2020,2517
US OLF,2010,2621
US WN7,2020,4505
US WN7,2010,5043
US WSO,2020,47851
US WSO,2010,49167
US WFB,2010,6269
US WFB,2020,6416
US OEG,2020,19950
US OEG,2010,20291
US NYM,2020,12433
US NYM,2010,14545
US INV,2020,850
US INV,2010,748
US MCD,1880,720
US MCD,2010,492
US MCD,2020,583
US UQL,2010,37115
US UQL,2020,40834
US M4Z,2020,196
US M4Z,2010,222
US OF2,2010,1237
US OF2,2020,1237
US MK7,2020,547
US MK7,2010,561
US XKK,2020,1624
US XKK,2010,1781
US OV4,2020,2275
US OV4,2010,2554
US QMD,1910,295
US QMD,2020,2913
US QMD,2010,3076
US MO7,2020,2766
US MO7,2010,3008
US YOS,2000,4169
US YOS,2020,4239
US YOS,2010,4367
US MLX,2020,17130
US MLX,2000,13005
US MLX,2010,14765
US ZYA,2010,21759
US ZYA,2020,23074
US PYV,2010,456
US PYV,2020,456
US 2MB,2010,1771
US 2MB,2020,1918
US 9OC,2020,1108
US 9OC,2010,1144
US YNS,2010,2033
US YNS,2020,2209
US ORG,2010,18595
US ORG,2020,19324
US OOA,2000,10938
US OOA,2010,11463
US OOA,2020,11558
